# This data file is derived from:
# Peter M. Blau, Otis Dudley Duncan, David L. Featherman, and Robert M. Hauser. 
# OCCUPATIONAL CHANGES IN A GENERATION 1962 AND 1973 [Computer File].
# Madison, WI: University of Wisconsin [producer], 1983.
# Ann Arbor, MI: Inter-university Consortium for Political and Social Research
#  [distributor], 1994.

# the first value in each row is the case number, 1 to 20,700
# missing values are encoded as NA
# scaled.weight = 0.62*weight/mean(weight) where 0.62 is the design effect
#   for the survey

# for the definitions of the other variables, see the on-line supplemental
# Chapter 26 to Fox, Applied Regression Analysis and Generalized Linear Models,
# Third Edition.

education.father ses.father education ses.first ses age race weight scaled.weight
10382 0 6 0 6 6 20 white 1.61474 0.460691715461535
10383 3 14 5 14 54 37 white 1.36026 0.388087563863971
10384 0 14 0 17 27 39 white 1.4398 0.410780640797601
10385 3 14 2 6 14 63 white 1.43327 0.408917605942477
10386 NA 14 2 20 19 53 white 1.44978 0.413627974312784
10387 3 61 1 7 61 42 white 1.51083 0.431045781036422
10388 3 NA 2 17 4 58 white 3.29635 0.940461706690633
10389 3 NA 1 NA 6 51 negro 2.13377 0.608773029528197
10390 3 14 8 72 72 48 negro 2.0031 0.571492361148545
10391 2 14 2 3 9 52 negro 1.44058 0.411003177885962
10392 0 14 1 20 NA 34 white 1.39023 0.396638123528302
10393 0 6 1 20 6 23 negro 2.10115 0.599466414371357
10394 1 14 4 NA 11 52 white 1.8287 0.521735350622707
10395 2 14 5 61 33 29 white 1.69034 0.482260694794984
10396 4 33 4 20 44 53 white 1.80902 0.516120568700984
10397 3 14 5 44 53 64 white 1.76013 0.502172058124102
10398 3 17 5 52 52 51 white 1.8287 0.521735350622707
10399 1 14 5 51 51 33 white 1.611 0.459624678653241
10400 1 14 2 7 15 41 white 1.77723 0.507050755830477
10401 7 96 6 44 79 38 white 1.94333 0.554439743492987
10402 2 6 2 6 6 26 negro 1.26902 0.362056430604926
10403 4 14 2 6 NA 61 white 1.4093 0.402078870034768
10404 NA 6 1 14 6 32 white 1.53156 0.436960132115554
10405 NA 6 1 14 NA 62 white 1.15764 0.330279275602816
10406 2 14 1 17 19 48 white 1.38353 0.394726587000073
10407 6 85 7 44 66 43 white 1.29368 0.369092026244646
10408 5 6 1 6 6 33 white 1.39023 0.396638123528302
10409 3 2 8 72 72 56 white 1.94536 0.555018910530644
10410 5 58 6 19 50 42 white 1.94333 0.554439743492987
10411 3 15 5 NA 61 42 white 1.90273 0.542856402739839
10412 2 14 6 17 19 33 white 1.74351 0.497430306318257
10413 2 NA 2 17 15 59 white 1.51004 0.430820390908466
10414 5 14 7 72 72 25 white 1.80106 0.513849549183864
10415 4 14 7 6 49 42 white 1.53345 0.43749935659889
10416 6 14 8 NA NA 23 white 1.67361 0.4774875595536
10417 2 14 8 72 61 48 white 1.52709 0.43568482341687
10418 6 14 6 NA NA 22 white 1.60891 0.459028393378017
10419 2 52 2 53 50 64 white 1.97018 0.562100154803874
10420 3 14 3 6 17 43 white 1.86194 0.531218854234398
10421 3 14 3 15 58 58 white 1.86429 0.531889318539075
10422 5 70 4 3 14 35 white 1.48041 0.422366834590344
10423 3 14 3 17 23 23 white 1.7056 0.486614433215995
10424 4 14 5 2 26 30 white 1.74253 0.497150708438008
10425 3 14 7 14 72 62 white 1.65427 0.471969780978086
10426 3 16 5 25 26 27 white 1.71654 0.489735658532237
10427 1 2 4 34 26 32 white 1.49097 0.425379644402
10428 3 14 4 19 40 60 white 1.57623 0.449704659983611
10429 3 14 3 17 19 51 white 12.89121 3.67791325493572
10430 3 NA 4 NA 27 26 white 1.71654 0.489735658532237
10431 3 39 7 15 72 46 white 1.5437 0.440423722183121
10432 NA NA 5 2 47 60 white 1.75159 0.499735562310509
10433 3 14 4 22 47 51 white 1.5437 0.440423722183121
10434 3 14 3 28 65 52 white 1.49114 0.425428146075104
10435 NA 14 1 32 7 59 white 1.93685 0.552590973835834
10436 3 19 4 36 61 32 white 2.09938 0.598961426363153
10437 3 2 4 29 29 35 white 1.94333 0.554439743492987
10438 5 17 5 61 84 39 white 1.46222 0.417177155568182
10439 3 14 5 17 43 40 white 1.62257 0.462925645463928
10440 3 15 5 22 79 41 white 1.84031 0.525047729591772
10441 3 14 5 19 85 28 white 1.71637 0.489687156859132
10442 1 14 3 6 36 57 white 1.59634 0.455442122607892
10443 3 NA 1 7 61 41 white 1.5031 0.428840381429973
10444 NA 49 3 6 14 51 white 1.43928 0.410632282738694
10445 3 19 3 8 15 49 white 1.51316 0.43171053926191
10446 NA 14 7 72 14 53 white 1.57941 0.450611926574621
10447 3 14 5 6 14 35 white 1.39569 0.398195883146829
10448 3 40 5 NA 14 53 white 1.59021 0.453693209336542
10449 3 14 5 17 14 41 white 1.40403 0.400575318168535
10450 5 14 5 6 14 63 white 1.58966 0.453536292158852
10451 3 19 3 39 14 61 white 1.47033 0.419490970679217
10452 5 14 5 6 14 31 white 1.61132 0.45971597592026
10453 2 14 3 14 14 56 white 5.83872 1.66580993404485
10454 2 14 3 6 NA 60 white 1.47614 0.421148586683547
10455 3 14 3 6 39 49 white 1.53893 0.439062822296606
10456 3 14 3 6 NA 57 white 1.6297 0.464959862694715
10457 3 14 4 17 33 46 white 1.53893 0.439062822296606
10458 4 33 5 12 39 20 white 8.40493 2.39795980779204
10459 3 14 5 69 34 32 white 2.31342 0.66002788584108
10460 5 56 8 92 92 37 white 2.2248 0.63474424895576
10461 1 29 8 72 76 58 white 2.16208 0.616849984619862
10462 6 85 5 51 NA 63 white 2.22218 0.633996752582035
10463 4 14 7 72 59 52 white 2.26026 0.644861127357401
10464 5 6 6 39 44 41 white 2.13455 0.608995566616558
10465 3 14 3 6 14 58 white 1.38727 0.395793623808368
10466 5 14 5 6 14 39 white 1.69986 0.484976788488825
10467 3 14 3 17 19 44 white 1.58775 0.452991361596327
10468 3 14 4 6 15 52 white 1.8287 0.521735350622707
10469 3 6 3 6 19 63 white 1.57623 0.449704659983611
10470 6 14 3 14 6 59 white 1.5676 0.447242486813668
10471 3 16 6 17 NA 21 white 1.8395 0.524816633384628
10472 2 14 4 6 19 41 white 1.48954 0.424971659740005
10473 4 41 6 NA 19 21 white 1.99064 0.567937473813958
10474 NA 14 3 NA 36 42 white 1.55465 0.443547800538957
10475 3 14 5 17 14 55 white 1.77021 0.505047922035228
10476 1 NA 0 18 3 50 negro 2.04531 0.583535041276387
10477 3 14 5 14 19 35 white 1.43033 0.408078812301732
10478 2 17 4 6 7 32 white 1.49097 0.425379644402
10479 5 47 6 47 68 23 white 1.67193 0.477008248901746
10480 3 14 5 17 14 54 white 1.43862 0.410443982125465
10481 1 14 3 7 6 42 white 1.30152 0.371328809286633
10482 NA 14 4 14 14 58 white 1.33415 0.380638277483067
10483 6 14 3 17 14 54 white 1.70387 0.486120857366168
10484 1 14 2 17 14 59 white 2.42868 0.692912020205805
10485 1 NA 5 17 14 26 white 1.47632 0.421199941396246
10486 2 14 3 17 14 23 white 1.55157 0.442669064343891
10487 NA 14 3 6 14 59 white 1.38727 0.395793623808368
10488 1 14 3 6 14 33 white 1.49966 0.427858935809509
10489 3 14 4 17 14 51 white 1.4644 0.417799118199755
10490 2 14 4 14 36 54 white 1.41614 0.404030349117318
10491 NA 39 3 NA NA 64 white 2.97955 0.850077412340945
10492 3 61 5 15 61 50 white 1.94544 0.555041734847399
10493 5 59 7 72 68 58 white 1.84889 0.527495637563743
10494 2 7 7 72 66 32 white 1.82566 0.520868026586018
10495 3 59 6 15 66 41 white 2.04544 0.583572130791114
10496 6 54 5 39 70 44 white 1.87937 0.536191702247387
10497 5 64 5 22 44 38 white 1.71644 0.489707128136293
10498 2 16 7 37 68 43 white 2.04544 0.583572130791114
10499 4 71 5 44 66 55 white 7.43149 2.12023352151755
10500 3 14 8 84 84 31 white 2.03109 0.579478018973191
10501 NA 61 7 40 60 63 white 1.92822 0.550128800665892
10502 3 14 4 13 68 62 white 1.92822 0.550128800665892
10503 6 47 7 82 82 28 white 2.00059 0.570776248210358
10504 5 61 7 39 82 42 white 1.95978 0.559132993625728
10505 2 61 5 27 64 40 white 1.97914 0.564656478280431
10506 3 47 8 15 84 47 white 1.91252 0.545649528502729
10507 NA 19 6 10 79 53 white 1.79672 0.512611329999907
10508 6 79 5 44 44 22 white 2.24128 0.639446058207284
10509 4 14 7 39 85 42 white 1.97914 0.564656478280431
10510 7 61 5 51 78 56 white 1.86068 0.530859371245507
10511 5 12 6 12 73 44 white 1.97914 0.564656478280431
10512 7 14 5 17 82 40 white 1.97914 0.564656478280431
10513 2 14 3 7 8 30 white 1.38596 0.395419875621505
10514 3 14 5 15 19 22 white 1.40652 0.401285725027533
10515 2 23 5 22 16 45 white 1.37733 0.392957702451563
10516 4 30 4 32 17 37 white 1.43314 0.40888051642775
10517 3 14 3 6 32 29 white 1.36515 0.389482700225618
10518 4 14 5 70 70 22 white 1.69261 0.482908334782906
10519 4 14 5 14 14 44 white 1.58053 0.450931467009191
10520 6 14 5 6 14 43 white 1.57245 0.448626211016939
10521 2 NA 3 6 9 49 white 1.73769 0.495769837274332
10522 3 14 3 39 18 60 white 1.90578 0.543726579816122
10523 2 14 3 14 NA 56 white 1.4667 0.418455317306461
10524 2 14 4 6 14 61 white 1.62244 0.462888555949202
10525 3 14 3 17 14 62 white 1.56562 0.446677584973983
10526 3 14 3 17 NA 64 white 1.24158 0.35422768995797
10527 NA 16 3 16 14 56 white 1.55947 0.444922965623444
10528 3 49 5 39 42 41 white 2.1932 0.625728643837546
10529 4 52 6 8 68 28 white 2.23486 0.637614406787698
10530 3 33 7 6 90 50 white 2.2409 0.639337642702698
10531 3 14 3 6 70 51 white 1.66112 0.47392411310023
10532 0 14 5 6 19 40 white 1.63918 0.467664544230179
10533 3 14 3 6 24 36 white 1.5363 0.438312472883286
10534 1 14 3 NA 64 40 white 1.56999 0.447924363276723
10535 0 14 6 14 44 46 white 1.75039 0.499393197559184
10536 2 14 5 19 19 45 white 1.76944 0.504828237986462
10537 1 14 7 72 72 56 white 1.62726 0.464263721033689
10538 3 19 6 17 44 26 white 1.71257 0.488603001813271
10539 0 14 2 15 15 40 white 1.65732 0.472839958054369
10540 3 14 4 27 12 43 white 1.59762 0.455807311675971
10541 2 14 5 6 6 20 white 1.63187 0.465578972286694
10542 3 9 3 6 60 63 white 1.63063 0.465225195376992
10543 6 60 6 72 60 50 white 1.68491 0.48071149429524
10544 NA 14 4 6 15 51 white 1.51943 0.433499395087581
10545 3 19 4 6 22 24 white 1.68122 0.479658722684917
10546 1 14 2 6 15 35 white 1.45 0.41369074118386
10547 1 14 6 24 61 36 white 1.72977 0.49351022991559
10548 NA 14 3 8 61 50 white 1.61735 0.461436358795666
10549 3 14 3 17 14 42 white 1.57245 0.448626211016939
10550 1 14 3 17 14 36 white 1.61322 0.460258053443191
10551 2 14 4 17 14 57 white 1.56553 0.446651907617634
10552 4 14 5 14 14 21 white 1.61717 0.461385004082968
10553 3 14 3 6 14 50 white 1.5911 0.453947129860441
10554 0 14 2 17 14 39 white 1.66488 0.474996855987714
10555 2 14 3 14 14 34 white 1.64566 0.469513313887332
10556 1 NA 2 17 14 45 white 1.56637 0.446891562943561
10557 3 14 2 6 14 45 white 1.64098 0.468178091357166
10558 3 14 6 14 14 55 white 1.55947 0.444922965623444
10559 7 14 4 17 14 47 white 1.6915 0.482591647387931
10560 2 14 3 17 39 34 white 1.71762 0.490043786808429
10561 2 14 4 6 16 58 white 1.4741 0.420566566606295
10562 2 44 6 44 49 42 white 1.31657 0.375622633876162
10563 1 14 2 14 14 31 white 1.77557 0.506577151257812
10564 NA 14 2 14 14 50 white 1.5672 0.447128365229894
10565 0 14 2 17 14 34 white 1.63719 0.467096789350899
10566 2 14 2 17 14 54 white 1.82141 0.51965548475841
10567 1 14 2 17 14 43 white 1.4658 0.418198543742967
10568 0 14 3 17 14 47 white 1.4756 0.420994522545451
10569 3 14 5 7 6 20 white 1.63286 0.465861423206537
10570 1 14 4 17 14 39 white 1.58053 0.450931467009191
10571 3 14 5 14 14 30 white 1.51662 0.432697690961563
10572 3 14 5 24 14 37 white 1.58053 0.450931467009191
10573 2 14 5 14 14 46 white 1.55302 0.443082755085075
10574 NA NA 2 6 14 50 white 1.58119 0.451119767622419
10575 1 14 2 17 7 44 white 1.71616 0.489627243027651
10576 2 78 5 17 70 41 white 1.56999 0.447924363276723
10577 1 14 3 19 36 47 white 1.75039 0.499393197559184
10578 3 3 4 6 70 40 white 1.5363 0.438312472883286
10579 5 14 7 NA 64 22 white 2.1144 0.603246691833899
10580 2 14 3 17 14 54 white 1.71703 0.489875457472361
10581 1 14 5 17 14 43 white 1.63007 0.465065425159707
10582 3 49 7 72 60 55 white 1.4741 0.420566566606295
10583 3 14 3 11 19 46 white 6.16318 1.75837965672382
10584 2 14 5 17 14 26 white 1.68332 0.480257860999735
10585 3 14 3 17 14 51 white 1.73258 0.494311934041609
10586 0 14 1 17 14 55 white 2.54748 0.726806130586938
10587 0 14 3 17 14 51 white 0.97554 0.278325424589312
10588 1 14 3 7 14 59 white 1.54352 0.440372367470422
10589 3 14 3 14 14 52 white 1.82141 0.51965548475841
10590 NA 14 2 6 14 63 white 1.59802 0.455921433259746
10591 NA 14 2 6 14 60 white 1.43772 0.410187208561972
10592 NA 14 4 6 14 44 white 1.4983 0.427470922424674
10593 3 14 3 6 14 58 white 1.70121 0.485361948834065
10594 2 14 6 72 14 32 white 1.41017 0.402327084479479
10595 3 14 3 14 14 55 white 1.58617 0.452540581340416
10596 2 14 2 6 14 58 white 1.69772 0.48436623801563
10597 3 14 6 14 14 26 white 1.50612 0.429701999387473
10598 NA 14 1 6 24 51 white 1.58735 0.452877240012552
10599 4 14 5 14 14 43 white 1.53307 0.437390941094304
10600 3 14 5 36 36 22 white 1.55627 0.444009992953246
10601 3 14 5 19 36 29 white 1.63977 0.467832873566247
10602 3 14 3 17 14 62 white 1.84086 0.525204646769463
10603 3 14 3 17 14 58 white 2.38912 0.681625395570472
10604 4 14 5 14 15 30 white 1.51662 0.432697690961563
10605 2 14 8 8 52 28 white 1.63556 0.466631743897017
10606 3 9 3 18 9 57 white 1.61155 0.459781595830931
10607 2 14 4 6 36 50 white 1.75039 0.499393197559184
10608 NA 14 2 6 14 58 white 1.70309 0.485898320277807
10609 1 14 3 17 14 43 white 1.46056 0.416703550995516
10610 4 14 3 6 14 49 white 1.64098 0.468178091357166
10611 3 14 2 14 14 56 white 1.59716 0.45567607185463
10612 3 14 5 14 14 22 white 7.05867 2.01386649936019
10613 NA 15 4 22 36 52 white 1.50477 0.429316839042233
10614 3 14 5 53 53 41 white 1.72977 0.49351022991559
10615 2 14 5 14 36 47 white 1.73258 0.494311934041609
10616 3 14 4 17 14 42 white 1.53911 0.439114177009304
10617 4 14 6 NA 17 20 white 1.76781 0.504363192532579
10618 2 14 3 6 20 44 white 1.53911 0.439114177009304
10619 3 34 6 7 15 21 white 1.91306 0.545803592640825
10620 1 14 5 47 14 31 white 1.41166 0.40275218737904
10621 3 14 3 17 14 45 white 1.50406 0.429114273231032
10622 2 14 5 6 14 44 white 1.44619 0.412603733098405
10623 2 14 2 17 14 62 white 1.50649 0.429807561852465
10624 1 14 3 17 14 62 white 1.53214 0.437125608412027
10625 3 14 3 6 17 26 white 1.41555 0.40386201978125
10626 2 14 5 19 76 33 white 1.66383 0.474697286830305
10627 3 39 8 2 52 38 white 1.54921 0.441995746999619
10628 NA 14 5 14 36 42 white 1.53307 0.437390941094304
10629 2 14 6 17 60 51 white 1.61907 0.461927081605898
10630 1 14 3 6 14 59 white 1.56553 0.446651907617634
10631 1 14 3 17 14 38 white 1.62655 0.464061155222488
10632 1 14 3 17 14 52 white 1.73477 0.494936749712776
10633 2 14 4 17 6 36 white 2.2368 0.638167896469006
10634 3 14 3 6 54 32 white 1.71762 0.490043786808429
10635 3 19 4 11 NA 40 white 1.63535 0.466571830065535
10636 1 14 2 17 9 46 white 1.59995 0.45647206990146
10637 3 14 5 4 8 46 white 1.59995 0.45647206990146
10638 1 14 3 6 14 48 white 1.73258 0.494311934041609
10639 3 14 5 6 18 39 white 1.72977 0.49351022991559
10640 4 39 4 44 24 57 white 1.49765 0.42728547485104
10641 3 14 3 6 33 57 white 1.51187 0.431342497154236
10642 NA 14 3 17 19 52 white 1.64331 0.468842849582655
10643 2 15 6 NA NA 21 white 1.69611 0.483906898640936
10644 0 14 1 14 14 54 white 1.80559 0.515141976120115
10645 2 14 1 7 NA 52 white 1.80724 0.515612727653186
10646 2 14 1 15 15 49 white 1.56829 0.44743934654568
10647 3 39 5 49 44 41 white 1.67371 0.477516089949544
10648 3 14 4 6 62 36 white 1.25209 0.357226234571655
10649 8 92 8 52 52 45 white 1.51145 0.431222669491273
10650 1 14 6 59 59 32 white 1.38596 0.395419875621505
10651 6 72 7 39 48 35 white 2.596 0.740649078698828
10652 3 44 7 72 72 28 white 1.68848 0.48173002943043
10653 6 14 5 6 47 40 white 1.35723 0.387223092866876
10654 3 14 4 6 15 35 white 1.3913 0.3969433987649
10655 3 19 5 22 49 36 white 1.53307 0.437390941094304
10656 6 17 6 17 17 22 white 1.71272 0.488645797407187
10657 NA 14 3 44 14 47 white 1.49504 0.426540831516909
10658 3 14 3 6 32 36 white 1.52261 0.434406661678591
10659 3 37 3 16 14 44 white 1.50247 0.428660639935527
10660 3 37 3 16 14 41 white 1.29351 0.369043524571541
10661 3 14 2 17 19 47 white 1.62562 0.463795822540212
10662 2 19 4 6 6 23 white 1.69611 0.483906898640936
10663 4 19 5 16 14 27 white 1.87235 0.534188868452138
10664 5 14 4 6 27 46 white 1.70219 0.485641546714314
10665 6 14 5 6 33 27 white 1.79824 0.513044992018252
10666 NA 6 5 6 17 33 white 1.71762 0.490043786808429
10667 4 44 8 72 72 31 white 1.7307 0.493775562597867
10668 5 44 5 44 51 53 white 1.81512 0.517860922853551
10669 5 51 5 NA 47 23 white 2.34789 0.669862313322878
10670 5 33 5 15 79 26 white 1.78091 0.508100674401206
10671 6 12 5 12 52 34 white 1.3771 0.392892082540892
10672 4 53 3 11 NA 34 white 1.3771 0.392892082540892
10673 5 NA 5 NA 7 25 white 1.36515 0.389482700225618
10674 5 6 6 6 61 40 white 2.18201 0.622536092531445
10675 5 71 5 12 61 41 white 2.1932 0.625728643837546
10676 3 44 5 27 76 52 white 2.14373 0.611614656964191
10677 3 14 4 17 27 49 white 1.51876 0.433308241434758
10678 3 14 4 6 14 44 white 1.50659 0.429836092248408
10679 3 14 5 17 14 35 white 1.57245 0.448626211016939
10680 3 14 5 17 14 32 white 1.51662 0.432697690961563
10681 4 6 5 NA NA 31 white 1.82566 0.520868026586018
10682 5 58 5 72 50 55 white 1.61155 0.459781595830931
10683 3 14 4 6 70 48 white 1.69112 0.482483231883345
10684 5 58 7 72 72 25 white 2.00912 0.573209890984357
10685 3 21 5 15 33 38 white 3.32421 0.948410275000552
10686 2 15 3 22 45 42 white 1.97914 0.564656478280431
10687 NA 14 2 17 NA 64 white 1.88698 0.538362865378704
10688 3 19 4 8 49 34 white 1.73788 0.495824045026626
10689 NA 19 5 27 7 46 white 1.77938 0.507664159343267
10690 NA 14 3 17 4 59 white 1.86068 0.530859371245507
10691 NA 36 6 3 4 61 white 1.92822 0.550128800665892
10692 NA 16 5 9 51 45 white 1.90179 0.542588217017968
10693 NA 19 4 19 51 45 white 1.89194 0.539777973017512
10694 6 14 2 14 13 62 white 1.86068 0.530859371245507
10695 3 14 5 14 14 34 white 1.74442 0.497689932921344
10696 2 14 3 17 14 46 white 1.67644 0.478294969758807
10697 3 29 4 29 29 56 white 1.92219 0.548408417790486
10698 1 15 5 13 32 36 white 1.70754 0.487167922897303
10699 NA 11 5 15 65 36 white 1.70936 0.487687176103478
10700 5 NA 5 19 15 26 white 1.78091 0.508100674401206
10701 3 14 3 6 14 53 white 1.59753 0.455781634319622
10702 NA 14 3 17 14 58 white 1.56553 0.446651907617634
10703 5 14 3 17 14 47 white 1.63039 0.465156722426727
10704 3 14 5 7 6 20 white 1.78859 0.510291808809683
10705 3 14 6 14 NA 20 white 1.9364 0.552462587054088
10706 2 14 5 14 14 26 white 1.69727 0.484237851233883
10707 3 14 3 14 13 59 white 1.90578 0.543726579816122
10708 1 17 3 5 47 54 white 1.8087 0.516029271433964
10709 3 51 5 7 7 22 white 1.88652 0.538231625557363
10710 3 14 3 17 62 62 white 1.77184 0.505512967489111
10711 3 62 6 48 NA 20 white 2.14817 0.612881406544092
10712 6 14 3 44 44 64 white 1.78911 0.51044016686859
10713 5 29 5 29 29 21 white 1.86041 0.530782339176459
10714 3 14 3 17 23 48 white 1.91252 0.545649528502729
10715 6 44 5 27 65 35 white 1.71462 0.489187874930118
10716 6 9 6 17 13 53 white 1.99238 0.568433902703379
10717 5 60 4 34 72 32 white 1.73788 0.495824045026626
10718 3 14 3 14 14 54 white 1.59192 0.45418107910718
10719 2 14 6 64 14 41 white 1.68852 0.481741441588808
10720 1 14 3 17 24 38 white 1.68852 0.481741441588808
10721 NA 14 3 14 14 27 white 1.63408 0.46620949403705
10722 2 14 5 17 33 33 white 1.5646 0.446386574935357
10723 2 25 5 17 53 46 white 1.46723 0.418606528404962
10724 1 14 3 17 14 62 white 1.53525 0.438012903725877
10725 NA 14 3 17 6 58 white 2.59619 0.740703286451121
10726 3 14 4 14 14 23 white 1.44182 0.411356954795664
10727 3 14 5 39 19 50 white 1.5672 0.447128365229894
10728 5 14 5 17 12 25 white 1.73087 0.493824064270971
10729 3 14 3 14 14 60 white 1.43772 0.410187208561972
10730 3 14 3 17 14 47 white 2.2177 0.632718590843756
10731 3 14 5 17 19 35 white 1.7363 0.495373264770715
10732 6 17 6 NA NA 59 white 1.59752 0.455778781280028
10733 NA 14 3 14 14 61 white 1.80658 0.515424427039957
10734 3 14 5 17 79 43 white 1.56999 0.447924363276723
10735 2 19 3 22 69 60 white 1.72618 0.492485988701211
10736 3 14 2 17 14 47 white 2.55141 0.727927375147526
10737 3 14 5 32 17 20 white 1.78859 0.510291808809683
10738 2 14 4 17 14 42 white 6.67675 1.90490321117196
10739 2 14 3 17 14 46 white 1.57522 0.44941650298458
10740 3 14 6 14 11 21 white 1.88585 0.53804047190454
10741 3 14 3 14 14 54 white 0.97554 0.278325424589312
10742 3 14 4 17 14 44 white 5.842 1.6667457310318
10743 2 14 2 17 62 59 white 1.4667 0.418455317306461
10744 2 14 2 17 14 56 white 1.6693 0.476257899488426
10745 NA 14 3 17 14 54 white 1.60924 0.459122543684631
10746 3 14 5 44 40 30 white 1.74466 0.497758405871609
10747 3 14 4 17 13 32 white 1.74466 0.497758405871609
10748 2 14 7 72 40 36 white 1.83366 0.523150458261515
10749 NA 14 2 17 10 58 white 1.86694 0.532645374031583
10750 NA 14 3 36 59 43 white 1.83366 0.523150458261515
10751 3 14 5 6 47 44 white 1.80306 0.514420157102739
10752 NA 6 2 19 NA 62 white 1.49463 0.42642385689354
10753 NA NA 3 11 37 55 white 2.12049 0.604984192946872
10754 NA 14 5 NA 64 37 white 1.5009 0.428212712719211
10755 3 14 3 17 36 49 white 1.71009 0.487895447993867
10756 6 14 5 25 NA 35 white 1.50193 0.428506575797431
10757 0 14 3 17 14 48 white 1.58341 0.45175314241237
10758 1 14 3 6 14 42 white 1.57607 0.449659011350101
10759 5 14 8 17 52 36 white 1.76592 0.503823968049243
10760 2 14 8 92 92 41 white 1.74411 0.497601488693919
10761 4 39 7 7 64 26 white 7.44375 2.12373134806025
10762 1 14 4 14 14 49 white 1.91866 0.547401294813673
10763 3 14 5 15 14 36 white 1.77482 0.506363173288234
10764 NA 14 3 6 36 55 white 1.45252 0.414409707161642
10765 0 14 3 6 14 52 white 1.4948 0.426472358566644
10766 6 14 5 14 14 38 white 1.56093 0.445339509404223
10767 1 43 3 44 14 59 white 1.51479 0.432175584715793
10768 3 14 7 48 48 31 white 1.52126 0.434021501333351
10769 1 14 3 17 22 52 white 1.7287 0.493204954678993
10770 3 15 5 NA 76 37 white 1.6412 0.468240858228242
10771 NA 6 4 19 44 53 white 1.7287 0.493204954678993
10772 3 14 3 17 49 41 white 1.57246 0.448629064056533
10773 3 7 5 7 15 24 white 1.66248 0.474312126485065
10774 5 7 5 6 49 20 white 1.70052 0.485165089102054
10775 5 16 5 16 49 20 white 1.72297 0.491570162991418
10776 2 14 3 14 70 62 white 7.11183 2.02903325784387
10777 3 14 3 17 14 62 white 7.36459 2.1011466866312
10778 3 14 3 17 14 49 white 10.76019 3.06992481129597
10779 3 14 7 52 52 23 white 1.7007 0.485216443814752
10780 2 14 5 17 14 26 white 1.85108 0.52812045323491
10781 3 14 5 17 14 28 white 1.85108 0.52812045323491
10782 1 14 3 17 14 32 white 1.95546 0.55790048052096
10783 1 14 3 17 14 31 white 1.81237 0.517076336965098
10784 3 17 3 17 6 27 white 1.92128 0.548148791187398
10785 NA 14 3 17 14 49 white 1.53954 0.439236857711862
10786 3 14 4 15 14 46 white 1.53168 0.436994368590686
10787 4 14 8 72 72 33 white 1.46903 0.419120075531949
10788 3 14 6 14 14 60 white 1.4703 0.419482411560434
10789 1 14 3 19 7 43 white 1.2394 0.353605727326397
10790 NA 14 2 3 14 47 white 1.65681 0.472694453035056
10791 0 14 3 4 6 44 white 1.60646 0.458329398677396
10792 0 14 2 17 14 51 white 1.65681 0.472694453035056
10793 4 14 2 4 14 51 white 1.67391 0.477573150741431
10794 3 10 1 NA NA 60 white 1.3238 0.377685381502892
10795 3 14 1 6 14 48 white 1.84019 0.52501349311664
10796 3 14 4 4 19 45 white 7.23746 2.06487599426796
10797 3 19 5 NA 27 20 white 1.70052 0.485165089102054
10798 5 14 5 62 6 28 white 1.8313 0.522477140917244
10799 5 14 5 17 14 37 white 1.56953 0.447793123455382
10800 NA 16 5 51 51 55 white 1.75068 0.499475935707421
10801 4 19 4 6 22 23 white 1.70052 0.485165089102054
10802 5 22 5 19 14 59 white 1.81603 0.518120549456638
10803 1 6 5 6 50 35 white 1.55261 0.442965780461706
10804 3 84 8 28 52 38 white 1.55261 0.442965780461706
10805 NA 14 3 6 19 46 white 1.66909 0.476197985656944
10806 NA 41 3 11 5 59 white 1.58718 0.452828738339448
10807 3 14 4 14 7 41 white 1.58254 0.451504927967659
10808 NA 15 2 3 47 35 white 1.46582 0.418204249822156
10809 3 16 4 19 6 28 white 1.52878 0.436166987108318
10810 3 77 3 15 77 55 white 1.76416 0.503321833080634
10811 5 14 5 7 7 23 white 2.13238 0.608376457024579
10812 3 29 4 44 61 62 white 1.71019 0.487923978389811
10813 3 3 5 6 61 46 white 1.78157 0.508288975014434
10814 0 14 2 14 14 53 white 1.51925 0.433448040374882
10815 4 14 4 6 14 32 white 1.73933 0.496237735767809
10816 2 5 3 4 8 50 white 1.45178 0.414198582231658
10817 2 14 2 6 14 50 white 1.65046 0.47088277289263
10818 NA 15 3 15 33 37 white 1.80956 0.51627463283908
10819 2 31 6 44 52 24 white 1.99308 0.568633615474985
10820 3 72 5 49 49 21 white 2.00432 0.571840431979058
10821 3 14 5 36 36 30 white 1.95584 0.558008896025546
10822 5 19 7 19 62 24 white 2.00432 0.571840431979058
10823 3 15 5 32 19 26 white 2.36648 0.675166113928815
10824 1 14 3 6 14 54 white 1.65681 0.472694453035056
10825 3 29 2 3 18 54 white 1.67391 0.477573150741431
10826 3 7 2 15 14 51 white 1.57318 0.448834482907328
10827 3 14 3 17 17 25 white 1.67186 0.476988277624585
10828 0 14 1 14 14 61 white 1.45749 0.415827667840044
10829 1 14 6 6 17 20 white 1.72583 0.492386132315408
10830 2 14 3 22 14 30 white 1.98448 0.566180001423826
10831 NA 14 3 6 14 41 white 1.57607 0.449659011350101
10832 NA 14 4 6 37 37 white 1.72703 0.492728497066732
10833 3 14 3 NA 51 62 white 1.5361 0.438255412091398
